agenturid;agenturname;einrichtungsname;angebotsname;beschreibung;wertigkeit;plz;ort;kontaktierbar;avatar;anzahl_gesuche;anzahl_aktueller_vermittlungen;latitude;longitude;ortsteil;bearbeitet;erstellt;_angebotsId
72;Freiwilligen Zentrum Hamburg;Schule Marckmannstraße;"""Handwerkliche Anleitung"" in Schule Rothenburgsort";"Eine kleine Gruppe von Schülern zwischen 9 und 13 Jahren wünscht sich ein neues Betätigungsfeld im handwerklichen Bereich. Viel Energie und Power der Schüler will sich beim Schrauben und Hämmern ausleben und wenn dann auch noch ein Produkt dabei herauskommt, sind wir begeistert. Sie haben einmal wöchentlich Zeit, mittags zwischen 12 und 13.30 Uhr das neue Schülerangebot bei uns mit einer Fachkraft in Heilpädagogik den Kindern zu ermöglichen, dann vereinbaren Sie einen Termin mit uns.<br>
Wir würden mit Ihnen gemeinsam einen festen Wochentag aussuchen, der an Ihren Möglichkeiten orientiert ist.";0;20539;;0;;0;0;53,5353;10,0386;Hamburg;1543845308;1479390900;107363
357;Freiwilligenagentur Nord;Leben mit Behinderung Hamburg Sozialeinrichtungen gGmbH;Begleitung in der Tagesstätte;"<p>Unsere Tagesstätte in Winterhude bietet Arbeitsplätze für 46 erwachsene Menschen mit komplexen Behinderungen. In kleinen Gruppen werden kunsthandwerkliche Produkte hergestellt und Dienstleistungen übernommen. Die Tätigkeiten sind individuell zugeschnitten und auf die Fähigkeiten der Person abgestimmt.</p>

<p>Im Rahmen der sozialraumorientierten Arbeit in unserem Projekt erhalten Menschen mit Behinderung die Möglichkeit, die Teilhabe im Stadtteil zu erfahren. Sie lernen den Arbeitsalltag außerhalb der Tagesstätte kennen und knüpfen neue Kontakte.</p>

<p>Unser Team freut sich sehr über Freiwillige, die</p>

<ul><li>mit Ihnen einen Spaziergang unternehmen würde,</li>
	<li>gemeinsam Kaffee trinken und dabei etwas klönen,</li>
	<li>dem Hafen einen Besuch abstatten,</li>
	<li>ein Eis essen gehen,</li>
	<li>das Projekt unterstützen,</li>
	<li>Theater mit uns spielen,</li>
	<li>einfach lange U-Bahn fahren</li>
	<li>oder ...</li>
</ul><p>Wer kann mitmachen? Jede und jeder, der gerne mit anderen Menschen zusammen ist. Vom Studenten zur Computerfachfrau, vom Sportfan bis zur Vorleserin, vom Bastler bis zur Gärtnerin. Besuchen Sie uns gern vorab an unserem Infoabend für Freiwillige: jeden letzen Dienstag im Monat von 18-19 Uhr.</p>

<p><strong>Zeitlicher Rahmen</strong>: flexibel, nach Absprache ca. 2 - 3 Std. wöchentlich, in der Zeit von Montag bis Freitag 9.00 – 15.00 Uhr.</p>";0;22303;;0;;0;1;53,5915;10,018;Hamburg;1543920676;1351245060;57201
357;Freiwilligenagentur Nord;Köster-Stiftung;Zeitungsredakteure und -macher (m/w);"<p>Unsere Stiftung ist eine moderne und zugleich traditionsreiche Stiftung im Herzen von Hamburg. Seit über 125 Jahren bieten wir Menschen mit geringem Einkommen preiswerte Mietwohnungen an. Unser Leitsatz ""Gemeinsam leben"" drückt den Wunsch aus, dass sich in unseren Wohnhäusern ein nachbarschaftliches Leben entwickelt, geprägt von Toleranz, Verständnis und Hilfsbereitschaft. In unserer Seniorenwohnanlage gibt es ein vielfältiges Angebot. Wir bieten eine Vielzahl von Aktivitäts- und Veranstaltungsmöglichkeiten an, die, wie z.B. das Café oder unser Straßenfest, nicht nur von Bewohnern, sondern auch den Nachbarn und anderen interessierten Menschen offensteht.</p>

<p>Wir suchen Freiwillige, die an den Publikationen, u.a. Magazin der Stiftung, mitarbeiten. Eigenständiges Arbeiten (Recherche, Artikel schreiben) gehören zum Aufgabenbereich. Teilnahme an den Redaktionssitzungen in der Stiftung sind notwendig. Ziel ist, über das aktuelle Geschehen im Stadtteil und in der Stiftung sowie über Fragen und Vorgänge von allgemeinem Interesse in ansprechender Art und Weise gut verständlich und unterhaltsam zu informieren.</p>

<p><strong>Zeitlicher Rahmen</strong>: nach Absprache, Ausgabe 4x im Jahr.</p>";0;22305;;0;;0;0;53,59;10,0583;Hamburg;1543920505;1383821280;56455
357;Freiwilligenagentur Nord;Sozialarbeit im Norden;Gartenarbeit mit Jugendlichen;"<p>Wir bieten u.a. erzieherische Maßnahmen/Hilfen in betreuten Wohngruppen mit bis zu 8 Plätzen an. In einer familienähnlichen Umgebung werden Kinder und Jugendliche mit pädagogischen und therapeutischen Angeboten in ihrer Entwicklung, entsprechend ihres Alters und ihres Entwicklungsstandes, gefördert. Unser Ziel dabei ist die Verbesserung der Erziehungsbedingungen in der Herkunftsfamilie mit dem Bestreben, eine Rückkehr in diese Familie zu ermöglichen oder, bei Verbleiben in der Wohngemeinschaft, auf ein selbständiges Leben vorzubereiten.</p>

<p>Zurzeit suchen wir für zwei Wohngruppen in Fuhlsbüttel einen oder zwei Freiwillige (m/w) zur Unterstützung bei der Gartenarbeit. Sie gestalten gemeinsam mit den Kindern und Jugendlichen den Garten und pflegen die Anpflanzungen. Sie können mit den Kindern Beete anlegen, eventuell Blumen pflanzen, Unkraut zupfen usw. Sie sollten freundlich und offen sein und eine zugewandte Art haben. Außerdem sollten Sie Geduld und Interesse für die Kinder und Jugendlichen mitbringen. Darüber hinaus sollten Sie Spaß an der Gartenarbeit haben.</p>

<p><strong>Zeitlicher Rahmen</strong>: nach Absprache.</p>";0;22337;;0;;0;1;53,6226;10,0267;Hamburg;1543920303;1437990300;76169
72;Freiwilligen Zentrum Hamburg;"Begegnungsstätte Martinistrasse ""Leben im Alter""";Anleitung von Kursen- Interessengruppen im Seniorentreff Martinistraße;"<p><span style=""font-size:small;""><span style=""color:#000000;"">Wir suchen Engagierte, die einmal monatlich, nachmittags in unserer Begegnungsstätte im Stadtteil Eppendorf Kurse - Interessengruppen für ältere Menschen, Senioren und werdende Renter/innen anleiten. Das könnten z..B. Spiele aller Art, Biografiearbeit, Kreativangebote, Buchbesprechungen, Diskussionsrunden, Plattdeutsche Unterhaltung und gerne auch Handwerk und Technik für unsere männlichen Besucher sein. Vorstellbar wäre auch eine Reihe unter dem Motto: Wie funktioniert etwas oder Wer-wie –was.  </span></span><span style=""color:#000000;""><span style=""font-size:small;"">Z.B. Wetterphänome erklären oder wie entsteht ein Erbeben oder ein Vulkanausbruch. Es kann um ganz unterschiedliche Zusammenhänge des Lebens und der Natur gehen. Spannend und lustig erklärt.</span></span><br><span style=""color:#000000;""><span style=""font-size:small;"">Da wir unser Veranstaltungsprogramm gerne mit neuen Schwerpunkten erweitern möchten sind wir offen auch für Ihre eigene Ideen.</span></span></p>

<div style=""padding:0cm;border:1pt dotted #FFFF00;"">
<p><span style=""color:#000000;""><span style=""font-size:small;"">In unserem Aufenthaltsraum steht ein Klavier, das gerne auch am Nachmittag während des Kaffeetrinken genutzt werden kann. Sie könnten den Besucher/innen eine nette Atmosphäre schaffen und evtl.nach dem Kaffetrinken gegebenenfalls eine Singstunde anbieten.  </span></span></p>
</div>

<p><span style=""font-size:7.5pt;""><span style=""font-family:Verdana, sans-serif;""><span style=""color:#000000;"">Wir sind offen für „fast“ alles!</span></span></span></p>";0;20251;;0;;0;0;53,592;9,98313;Hamburg;1543921195;1394709780;59916
314;ASB Zeitspender-Agentur Hamburg;Herzliches Lokstedt e.V.;Lern-und Sprachpaten gesucht!;"<p>Miteinander und voneinander Lernen! In unseren vielfältigen Angeboten wird auch immer Deutsch geübt und gelernt, mal spielerisch mal nebenbei, mal kreativ , mal ""klassisch"". Dafür suchen wir Menschen mit Spaß am Lehren und gemeinsamen Lernen. Das kann in Form von Deutschunterricht in Gruppen, bei der Kinderbetreuung und auch in Form von Lern- und Sprachpatenschaften erfolgen. Insbesondere die Sprachpatenschaften sind sehr individuell und flexibel gestaltbar. Herzliches Lokstedt e.V. vermittelt auch gerne ""Tandems"", Familienpatenschaften, Schülerpatenschaften. Aktuell sind wir auch dabei Angebote und Gruppen für unsere Räumlichkeiten im Flugacker 3 in Eidelstedt aufzubauen. Sprecht uns an!</p>

<p> </p>";0;22527;;0;;0;1;53,585;9,9509;Hamburg;1543921794;1501576980;122693
314;ASB Zeitspender-Agentur Hamburg;Kita Zapperlott;Kreativangebote für Kita-Kinder in St. Pauli;"<p>Die Kita Zapperlott liegt im Herzen des Stadtteils St. Pauli. Der Elementarbereich mit Nestgruppe befindet sich in einer Altbauvilla, die Krippe Zapperlott liegt 3 Fußminuten entfernt. Es werden Kinder mit und ohne Frühförderbedarf betreut.</p>

<p>Das Kita-Team und die Kita-Kinder freut sich auf ein oder zwei kinderliebe Menschen, die Lust haben,  regelmäßig in die Kita zu kommen, um ein kreatives Angebot anzubieten oder zu unterstützen. Sie können den 3-6 jährigen Kindern Kreativtechniken zeigen und sie frei gestalten lassen (z.B. Klappbilder, Marmorieren, Kratzbilder erstellen oder der Umgang mit verschiedenen Farbmaterialien wie Tusche, Kreide, Buntstifte und Wachsmaler).</p>

<p>Sie brauchen dafür nur Freude an der Arbeit mit Kindern, etwas Geduld und Einfühlungsvermögen sowie Kreativität und Geschicklichkeit.</p>

<p>Das Angebot ist immer vormittags zwischen 10 und 12 Uhr möglich - prima wäre, wenn Sie ein bis zweimal die Woche Zeit hätten. Der Wochentag wird gemeinsam festgelegt, das Angebot sollte dann jedoch regelmäßig stattfinden, damit sich das Team und die Kinder darauf einstellen können. Wenn sich zwei ehrenamtliche Mitarbeiter*Innen finden, ist auch eine wechselnde Unterstützung, also ein 14tätiger Einsatz denkbar.</p>

<p>Wenn Sie sich für dieses Engagement interessieren, melden Sie sich gerne in der Freiwilligenagentur. Wir beantworten erste Fragen und stellen auf Wunsch den Kontakt zur Einrichtung her.</p>";0;20359;;0;;0;0;53,551;9,96348;Hamburg;1543925424;1539774000;146964
314;ASB Zeitspender-Agentur Hamburg;Kita Hölderlinsallee;Singpatinnen und Singpaten für 3-6jährige Kinder in Winterhude gesucht;"<p>Die Kita Hölderlinsallee liegt auf dem Kampnagelgelände im schönen Stadtteil Winterhude. Sie ist umgeben von vielen Spielplätzen und nutzt auch das Gelände von Kampnagel für Ausflüge. Durch vielfältige Angebote (Schwimmen, Waldwoche, Kinder-Reise, Spiel, Forschen, Bewegung, Kunst) möchte das Team den Kindern die Möglichkeit bieten, die Welt und den Stadtteil zu entdecken.</p>

<p>Die Kita macht mit bei Canto Elementar: Immer dienstags singen ca. 14 Kinder von 11 - ca. 12 Uhr mit derzeit 2 Singpaten und einer Erzieherin in den Räumen der Kita. Dabei geht es darum, die Kinder beim Singen zu begleiten, die Freude am Singen mit ihnen zu teilen und das gemeinsame Musizieren als Bereicherung für alle zu erfahren. Wer Lust hat, die Kinder ebenfalls als Singpate oder Singpatin zu begleiten, und es einmal ausprobieren möchte, kann sich gerne bei uns in der Freiwilligenagentur melden.</p>

<p>Es gibt keine speziellen Voraussetzungen außer der Freude an der Arbeit mit Kindern  und am Singen, dabei darf auch einmal ein Ton daneben liegen... <img alt=""smiley"" height=""23"" src=""https://www.freinet-online.de/3rdparty/ckeditor_4_9_0/plugins/smiley/images/regular_smile.png"" title=""smiley"" width=""23""></p>

<p>Wir beantworten erste Fragen und stellen gerne den Kontakt zur Einrichtung her. Einem Reinschnuppern bzw. ""Reinsingen"" steht dann nichts mehr im Weg!</p>";0;22303;;0;;0;0;53,5841;10,0219;Hamburg;1543925159;1527678180;140656
357;Freiwilligenagentur Nord;BürgerStiftung Hamburg;Interviewer/innen für Patenschaftsprojekt gesucht!;"<p>Als „Weggefährte“ begleiten Ehrenamtliche je ein sechs- bis zehnjähriges Kind mit türkischer Migrationsgeschichte und einem Förderbedarf im Alltag. Im Vordergrund der Treffen alle ein bis zwei Wochen über mindestens ein Jahr steht der Aufbau einer vertrauensvollen Beziehung. Ziel ist es dabei, die Kinder in der Entwicklung ihrer Persönlichkeit zu unterstützen, Bildungsimpulse zu setzen, ihre Deutsch-Sprachkompetenz zu stärken sowie Mentor und Mentee einen Blick über den „kulturellen Tellerrand“ zu ermöglichen.</p>

<p>Die AG-Mentoring unseres Projekts ist zusammen mit der Projektleitung mit der operativen Umsetzung des Projekts betraut. Wir befassen uns vor allem mit der Auswahl und Verknüpfung von Ehrenamtlichen und Kindern für das Mentoring. Als InterviewerIn führen Sie <strong>Kennenlerngespräche</strong> mit Deutsch-Muttersprachlern bei Hausbesuchen (in Barmbek und Dulsberg) durch. Bei den <strong>monatlichen AG-Treffen</strong> (je 2 Stunden) werden passende Tandems gebildet. Hierfür suchen wir MitstreiterInnen mit folgendem Profil:</p>

<ul><li>gute Deutschkenntnisse, gerne auch Türkischkenntnisse</li>
	<li>Freude am interkulturellen Austausch und der Förderung von Kindern</li>
	<li>Einfühlungsvermögen, Kommunikationsfähigkeit und Konfliktfähigkeit</li>
	<li>Zeit, sich mind. 4-6 Stunden pro Monat ehrenamtlich einzubringen (Teilnahme an der monatlichen Sitzung der AG-Mentoring, zeitlich flexibel Durchführung von Interviews mit Interessierten)</li>
</ul><p>Falls Sie über Türkisch Kenntnisse verfügen, ist es auch möglich, Kennenlerngespräche der bewerbenden türkischen Mentee- Familien durchzuführen und einzelne Tandem zu begleiten.</p>

<p><strong>Zeitlicher Rahmen</strong>: ca. 4-6 Stunden pro Monat Zeit (für Teilnahme an den monatlichen Sitzungen, zeitlich flexible Durchführung von Interviews mit Interessierten).</p>";0;20095;;0;;0;0;53,5488;9,99788;Hamburg;1543917306;1474966500;105519
72;Freiwilligen Zentrum Hamburg;AgnesNeuHaus;Einzelbegleitung für psychisch erkrankte Frauen;"<p>Sie übernehmen regelmäßig Besuche von ca. 1 bis 2 Stdunden wöchentlich in Borgfelde und unterstützen unsere Bewohnerinnen bei persönlichen Angelegenheiten wie Einkäufen, Spaziergängen, ggf. Behördengängen und ermöglichen ihnen damit die Teilhabe am gesellschaftlichen Leben.</p>

<p>Wir laden Sie zu unserem Kaffenachmittag ein, um unsere Bewohnerinnen kennen zu lernen.</p>";0;20535;;0;;1;0;53,5588;10,0336;Hamburg;1543916779;1368633600;51891
72;Freiwilligen Zentrum Hamburg;brotZeit e.V., DIS-AG;Zeithelfer und -helferinnen für Grundschulkinder;"<p>Um Kinder in ihrer Sprachkompetenz (Deutsch), ihrem Sozialverhalten und ihrer Sportkompetenz zu fördern und zu stärken, suchen wir ""Zeithelferinnen und Zeithelfer"", die regelmäßig, je nach Thema und Projekt, ein- bis zweimal in der Woche in Grundschulen unterstützen. Sie können eigene Projektideen einbringen, oder eine von der Schule vorgeschlagene Projektidee umsetzen. Je nach Projekt, Schulform und Möglichkeiten sind die Zeiten verschieden. Wir suchen Menschen ab Mitte 50, gern auch älter, die Freude am Kontakt mit Kindern haben. Sprechen Sie uns gern an!</p>

<p>aktuelle Beispiele:</p>

<p>Nutzung der Bücherhallen, Fahrradgruppe, Fußballgruppe, Tischtennis, Spielegruppe, Unterstützung im Unterricht...</p>

<p>Für diese Aufgabe ist ein erweitertes Führungszeugnis notwendig.</p>

<p> </p>

<p> </p>";0;20354;;0;;0;0;53,5559;9,98898;Hamburg;1543845502;1496149080;119194
72;Freiwilligen Zentrum Hamburg;brotZeit e.V., DIS-AG;FrühstückshelferInnen für das brotZeit-Frühstück an Grundschulen;"<p>Vor Unterrichtsbeginn erwarten wir täglich ca. 40 Schüler und Schülerinnen, die in der Mensa der Schule an einem tollen Frühstücks-Buffet versorgt werden. Sie sind Frühaufsteher/in und haben Lust ab 6.45 bis 8.30 Uhr das Buffet mit aufzubauen, die Kinder beim Frühstück mit freundlichen Gesprächen zu begleiten und auch die Aufräumarbeiten mit zu übernehmen? Dann freuen wir uns auf  Sie! Die Teams bestehen aus jeweils zwei Personen. Die Einsatztage bestimmen Sie selbst. Wir suchen Frühstückshelferinnen und-helfer ab Mitte 50, gern auch älter.</p>

<p>Sie erhalten für die Tätigkeit eine Aufwandsentschädigung. <span style=""font-family:Arial;"">Für diese Aufgabe ist ein erweitertes Führungszeugnis und ein Gesundheitszeugnis notwendig.</span></p>

<p>An diesen Schulen sind wir aktiv. Wir suchen immer wieder an verschiedenen Schulen neue Frühstückshelferinnen und -helfer:</p>

<p>Schleemer Park,  Billbrook<br>
Schule Jenfelder Straße, Jenfeld<br>
Grundschule Archenholzstraße, Billstedt<br>
Grundschule Alter Teichweg,  Dulsberg<br>
Schule Lämmsersieth, Dulsberg<br>
Grundschule Mendelstraße, Lohbrügge<br>
Ganztagsschule Osterbrook, Hamm Süd<br>
Ganztagsschule Zitzewitzstraße,  Marienthal<br>
Grundschule Großlohering, Rahlstedt<br>
Schule Ohrnsweg,  Fischbek<br>
GTS Rahewinkel, Mümmelmannsberg<br>
Schule Langbargheide, Lurup<br>
GS Stübenhofer Weg, Kirchdorf<br>
Schule Maretstraße, Harburg<br>
Schule Sterntalerstraße, Billstedt/Horn<br>
GTS Appelhoff, Steilshoop<br>
Schule Potsdamer Straße,  Hohenhorst<br>
Grundschule Arnkielsstraße, Altona<br>
Schule beim Pachthof, Horn<br>
Schule Kirchdorf, Kirchdorf<br>
Schule Vizelinstraße, Lokstedt<br>
GTS Am Johannisland, Neugraben<br>
Schule Fuchsbergredder,  Billstedt<br>
GTS an der Elbe, Altona<br>
Schule an der Glinder Au, Kirchsteinbek<br>
GS Rotenhäuser Damm, Wilhelmsburg<br>
Fridtjof-Nansen-Schule, Lurup<br>
Schule auf der Veddel<br>
Schule Bonhöfferstraße, Öjendorf<br>
Max-Träger Schule, Eidelstedt<br>
Clara-Grunwald Schule,  Allermöhe</p>

<p> </p>

<p> </p>";0;20354;;0;;0;0;53,5559;9,98898;Hamburg;1543845445;1480341420;107830
72;Freiwilligen Zentrum Hamburg;Schule Marckmannstraße;Tüfftler für Fahrräder in Schule Rothenburgsort;"Sie haben Zeit und Lust die Räder und GoCarts unserer Schüler fahrbereit zu halten! Wir freuen uns auf einen handwerklich begabten Freiwilligen.<br>
Bei flexibler Zeiteinteilung von Mo-Fr, tagsüber bis 18 Uhr, können Sie nach Ihren Möglichkeiten die Pflege und Reperatur in der zur Schule gehörenden<br>
kl. Radwerkstatt nutzen, um unseren Schüler die Nutzung der Dreiräder und GoCarts zu gewährleisten.<br>
Diese Aufgabe wäre auch als Arbeitstandem möglich, wenn Sie einen Flüchtling oder einen Menschen mit Beeinträchtigungen in Zusammenarbeit mit Ihnen eine freiwillige Arbeit ermöglichen möchten.";0;20539;;0;;0;0;53,5353;10,0386;Hamburg;1543845339;1479304500;107338
